,Winery,Year,Wine ID,Wine,Rating,num_review,price,Country,Region
289,Laus,2022,11638834,Garnacha tinta 2022,3.8,114,6.28,España,Somontano
290,Bodegas Fontana,2022,1181172,Dominio de Fontana Roble Tempranillo - Syrah 2022,3.6,1632,6.3,España,Uclés
291,Bodegas Tintoralba,2023,1218477,Altitud 1.100 Tinto 2023,3.2,454,6.3,España,Almansa
292,Volver,2024,9066860,Madame Monastrell 2024,3.7,124,6.3,España,Valencia
293,Oliver Conti,2023,6623844,Indispensable Negre 2023,3.5,1352,6.3,España,Empordà
294,Barahonda,2023,5461188,Organic Monastrell - Merlot 2023,3.8,2251,6.3,España,Yecla
295,Sonsierra,2023,2650090,Selección Tempranillo 2023,3.4,773,6.3,España,Rioja Alta
296,Mas Foraster,2023,4001657,Josep Foraster els Nanos Collita 2023,3.2,1653,6.3,España,Conca de Barberà
297,Viña Paceta,2018,1633874,Crianza 2018,3.5,307,6.33,España,Rioja
298,Pagos del Rey,2023,1710204,Arnegui Tempranillo Rioja 2023,3.5,27,6.35,España,Rioja
299,Beronia,2019,20796,Rioja Crianza 2019,3.8,3106,6.35,España,Rioja
300,Honoro Vera,2022,1196853,Garnacha 2022,3.9,662,6.35,España,Calatayud
301,Bodegas Mano a Mano,2019,1192990,Mano a Mano 2019,3.8,40,6.38,España,Castilla
302,Marqués del Puerto,2019,74902,Crianza 2019,3.6,132,6.4,España,Rioja
303,Mas Sersal,2022,8468778,Masia Verda Negre 2022,3.6,74,6.4,España,Terra Alta
304,Finca Antigua,2020,13939,Merlot 2020,3.4,273,6.4,España,La Mancha
305,Marqués de Riscal,2021,1282180,Riscal Tempranillo 2021,3.7,133,6.4,España,Castilla y León
306,Viore,2020,4170932,5 Meses en Barrica Tinto 2020,3.5,764,6.4,España,Toro
307,Segura Viudas,2019,4300311,Garnatxa 2019,3.2,100,6.4,España,Cataluña
308,Lambuena,2023,1167583,Lagunero 2023,3.5,88,6.4,España,Ribera del Duero
309,Finca Antigua,2019,13938,Cabernet Sauvignon 2019,3.4,669,6.4,España,La Mancha
310,Cellers Tarroné,2023,2554344,Merian Negre 2023,3.4,218,6.4,España,Terra Alta
311,Pagos de Aráiz,2021,1552352,Crianza 2021,3.8,3149,6.4,España,Navarra
312,Perica,2019,1202130,Olagosa Crianza 2019,3.8,48,6.41,España,Rioja
313,Portell - Vinícola de Sarral,2017,1631766,Criança 2017,3.2,276,6.41,España,Conca de Barberà
314,Martinez Corta,2022,7738981,Finca Iriarte Tempranillo 2022,3.7,610,6.42,España,Rioja
315,Carlos Serres,2022,1477639,Rioja Tempranillo 2022,3.7,246,6.43,España,Rioja
316,La Purisima,2023,4313884,Old Hands Roble 2023,3.7,674,6.43,España,Yecla
317,Terra de Pau,2022,5203987,Negre 2022,3.2,524,6.44,España,Terra Alta
318,Castaño,2018,85758,Hécula Monastrell 2018,3.4,1482,6.44,España,Yecla
319,Raimat,2021,2057155,Clamor Tinto 2021,3.4,342,6.45,España,Costers del Segre
320,Bodegas Olarra,2023,1554308,Reciente Tempranillo Rioja 2023,3.6,35,6.45,España,Rioja
321,Viña Ijalba,2023,1829828,Tempranillo 2023,3.3,947,6.45,España,Rioja
322,La Maldita,2023,2723412,Garnacha 2023,3.6,104,6.45,España,Rioja
323,Vila Corona,2021,2380188,Tu Rai 2021,3.4,210,6.45,España,Costers del Segre
324,Bodegas Olarra,2022,1554308,Reciente Tempranillo Rioja 2022,3.4,62,6.45,España,Rioja
325,Honoro Vera,2020,2141257,Organic Monastrell 2020,3.8,1301,6.45,España,Jumilla
326,Zuazo Gaston,2021,1211162,Vendimia Seleccionada 2021,3.4,1500,6.45,España,Rioja
327,Celler Ronadelles - Cap de Ruc,2021,1543238,Flor del Montsant Criança 2021,3.4,776,6.47,España,Montsant
328,Puerto Alicante,2018,5851216,Monastrell Selección 2018,3.3,123,6.49,España,Alicante
329,Puerto Alicante,2022,5851216,Monastrell Selección 2022,3.3,123,6.49,España,Alicante
330,Fabregas,2023,2178705,Mingua Tinto 2023,3.2,81,6.5,España,Somontano
331,El Casetero,2021,5564763,Selección Garnacha 2021,3.6,2120,6.5,España,Campo de Borja
332,Tempore,2021,3380415,Terrae Finca Vasallo Garnacha 2021,3.5,318,6.5,España,Bajo Aragón
333,Puerto Alicante,2020,1246246,Shiraz 2020,3.2,631,6.5,España,Alicante
334,Arloren,2023,6873329,Vegacanada N Joven 2023,3.5,237,6.5,España,Jumilla
335,Familia Torres,2021,1152206,Coronas Crianza 2021,3.7,183,6.5,España,Cataluña
336,Cune (CVNE),2020,1135311,Crianza 2020,3.7,4863,6.5,España,Rioja
337,Arloren,2021,6873329,Vegacanada N Joven 2021,3.5,237,6.5,España,Jumilla
338,Bodegas San Antonio Abad,2020,6266238,24Q Roble 2020,3.6,109,6.5,España,La Mancha
339,Vall de Baldomar,2023,2256948,Petit Baldomà Tinto 2023,3.4,653,6.5,España,Costers del Segre
340,Juan Gil,2023,11073496,Comoloco 2023,3.7,100,6.5,España,Vino de España
341,Casa Mariol,2021,1218812,Criança Merlot 2021,3.2,297,6.5,España,Terra Alta
342,Casa Mariol,2021,1182624,Criança Cabernet Sauvignon 2021,3.2,257,6.5,España,Terra Alta
343,Celler de Capçanes,2023,1681457,Mas Donís Barrica Old Vines Montsant 2023,3.6,4005,6.5,España,Montsant
344,Volver,2023,4486087,Madame Bobalu Bobal 2023,3.7,1334,6.5,España,Valencia
345,Can Blau,2021,11989216,El Nen del Celler 2021,3.6,92,6.5,España,Montsant
346,Honoro Vera,2023,2141257,Organic Monastrell 2023,3.7,9441,6.5,España,Jumilla
347,Linea Kármán,2023,8842114,Tinto 2023,3.7,824,6.5,España,Rioja
348,Bodegas Abeica,2023,1948493,Chulato de Abeica 2023,3.1,185,6.5,España,Rioja
349,Rupestre de Alpera,2023,7506859,Roble Garnacha Tintorera 2023,4.1,468,6.5,España,Almansa
350,Mirador de Castilla,2022,1676864,Selección 2022,3.8,59,6.5,España,La Mancha
351,Casa Mariol,2021,2588420,Criança Samsó 2021,3.5,327,6.5,España,Terra Alta
352,Rosario Vera,2022,12658765,Ai Ama Tempranillo 2022,3.9,31,6.5,España,Rioja Alavesa
353,Estancia Piedra,2022,11580692,Joven Ecológico 2022,3.6,92,6.5,España,Toro
354,Honoro Vera,2023,2200226,Monastrell 2023,3.7,3794,6.5,España,Jumilla
355,Federico Paternina,2021,1907606,Banda Oro Crianza 2021,3.5,1545,6.5,España,Rioja
356,Rafael Cambra,2023,1566718,Soplo 2023,3.5,3326,6.5,España,Valencia
357,Alcorta,2020,1368875,Crianza Tempranillo 2020,3.2,5033,6.51,España,Rioja
358,Castaño,2022,5610531,Monastrell 2022,3.3,1600,6.52,España,Yecla
359,Marqués del Puerto,2021,74902,Crianza 2021,3.6,42,6.54,España,Rioja
360,Celler Cooperatiu d'Espolla,2022,1189721,Vinya Orlina Tinto 2022,3.0,291,6.55,España,Empordà
361,Paramo Arroyo,2023,2523926,Eremus Tempranillo Joven 2023,3.5,350,6.55,España,Ribera del Duero
362,Bodegas Zinio,2022,12489455,Lágrimas de María Garnacha 2022,3.7,25,6.55,España,Rioja Alta
363,Matsu,2023,1169235,El Picaro 2023,3.9,749,6.56,España,Toro
364,Celler Cooperatiu d'Espolla,2023,4477903,Babalà - Vi Negre Eixerit 2023,3.2,196,6.56,España,Cataluña
365,Con un Par,2022,11529029,Monastrell 2022,3.6,104,6.59,España,Alicante
366,Cercavins,2023,1631420,Lo Virol Tinto 2023,3.2,636,6.6,España,Costers del Segre
367,Sumarroca,2023,9339266,Nostrat Noir de Noirs 2023,3.7,36,6.6,España,Penedès
368,Bodegas Javier San Pedro Ortega,2022,1595750,Cueva de Lobos Crianza 2022,3.7,1571,6.6,España,Rioja
369,Sociedad Agraria de Viticultores,2023,7137982,La Transición Garnacha 2023,3.5,3272,6.6,España,Castilla y León
370,Martí Serdà,2017,1999053,Vinyet Tinto 2017,3.4,465,6.6,España,Penedès
371,Juan Gil,2023,1134571,Jumilla Yellow Label 2023,3.9,136,6.6,España,Jumilla
372,Sierra Salinas,2019,79954,MO Monastrell 2019,3.7,158,6.6,España,Alicante
373,Valderiz,2023,1155142,Valdehermoso Joven 2023,3.5,1628,6.6,España,Ribera del Duero
374,Barahonda,2022,1172227,Carro 2022,3.8,63,6.62,España,Yecla
375,Vinicola de Castilla,2022,6151295,Palacio del Marques 2022,3.5,64,2.0,España,La Mancha
376,Calabuig,2022,3957265,Tinto 2022,3.6,2294,2.85,España,Valencia
377,Finca Vieja,2021,1243721,Crianza 2021,3.2,939,2.9,España,La Mancha
378,Finca Venta de Don Quijote,2023,1374696,Red Blend 2023,3.0,64,2.96,España,La Mancha
379,Castillo de Liria,2021,1643745,Bobal - Shiraz 2021,3.3,138,3.1,España,Valencia
380,Las Campanas,2021,7528321,Selección Especial 2021,3.7,185,3.25,España,Navarra
381,Dominio de Eguren,2022,1207654,Protocolo Tinto 2022,3.6,98,3.44,España,Castilla
382,J. Fernando,2022,8995849,Barrica 6 Meses Tempranillo 2022,3.6,59,3.47,España,Castilla
383,Schenk Spanish Wineries,2023,1884409,Vega Libre Tinto 2023,3.0,3325,3.5,España,Valencia
384,Canforrales,2023,1252277,Clásico Tempranillo 2023,3.5,1294,3.5,España,La Mancha
385,Valcarlos,2021,1546447,Fortius Roble 2021,3.5,69,3.55,España,Navarra
386,Dominio de Eguren,2021,1207654,Protocolo Tinto 2021,3.6,270,3.69,España,Castilla
387,Don Frutos,2022,1835508,Tinto 2022,3.0,39,3.71,España,Castilla y León
388,Los Hermanos Manzanos,2020,1657531,Tempranillo 2020,3.6,194,3.79,España,Rioja
389,Marqués de Griñon,2023,7827926,Tinto 2023,3.2,129,3.81,España,Rioja
390,Calabuig,2023,3957265,Tinto 2023,3.6,2294,3.85,España,Valencia
391,Empordàlia,2023,1698923,Verdera Negre 2023,3.1,943,3.9,España,Empordà
392,Bodega Pirineos,2024,12317744,Colección Monovarietal Montesierra Garnacha 2024,3.6,56,3.9,España,Aragón
393,Volver,2023,5882466,Espeto Tinto 2023,3.5,32,3.9,España,Castilla
394,Hoya de Cadenas,2022,4662725,Shiraz Crianza 2022,3.4,528,3.99,España,Utiel-Requena
395,Hoya de Cadenas,2021,2439929,Merlot 2021,3.2,277,3.99,España,Utiel-Requena
396,J. Fernando,2022,9001131,Barrica 12 Meses Tempranillo 2022,3.7,139,3.99,España,Castilla
397,Hoya de Cadenas,2021,6117701,Cabernet Sauvignon Crianza 2021,3.4,2071,3.99,España,Utiel-Requena
398,Ramón Roqueta,2023,1489241,Synera Tinto 2023,3.0,1827,4.0,España,Cataluña
399,El Circo,2023,1461554,Contorsionista Cabernet Sauvignon 2023,3.3,1130,4.0,España,Cariñena
400,El Circo,2023,2137289,Volatinero Tempranillo 2023,3.5,5013,4.0,España,Cariñena
401,Bodega Sommos,2023,4171137,Glárima Merlot - Tempranillo 2023,3.6,70,4.05,España,Somontano
402,Félix Solís,2021,3349567,Casa Albali Tempranillo - Shiraz 2021,3.6,121,4.1,España,Valdepeñas
403,Bodegas Ayuso,2020,2198505,Estola Crianza 2020,3.5,52,4.11,España,La Mancha
404,Hoya de Cadenas,2020,1437851,Reserva Tempranillo 2020,3.5,510,4.15,España,Utiel-Requena
405,Bodegas Faustino,2022,1129392,VII Tempranillo 2022,3.6,1278,4.15,España,Rioja
406,Félix Solís,2019,1823360,Viña Albali Reserva 2019,3.6,1211,4.18,España,Valdepeñas
407,Bodegas Estéban Martín,2023,1242981,Vinem Garnacha - Syrah 2023,3.3,2263,4.2,España,Cariñena
408,Bodegas Aragonesas,2023,1577616,Coto de Hayas Tempranillo - Cabernet Sauvignon Roble 2023,3.4,4221,4.2,España,Campo de Borja
409,Falset Marçà,2021,1373160,Imus Selection 2021,3.4,152,4.22,España,Montsant
410,San Valero,2023,5314823,Origium Roble 2023,3.5,3433,4.25,España,Cariñena
411,Mesta,2023,2667414,Tempranillo Selección 2023,3.3,91,4.25,España,Uclés
412,Yugo,2024,1582563,Selección Tinto 2024,3.3,509,4.25,España,La Mancha
413,Félix Solís,2015,2667778,Casa Albali Crianza 2015,3.5,57,4.25,España,Valdepeñas
414,Cellers Domenys,2023,8519066,Capvespre Origen Negre 2023,3.3,61,4.25,España,Cataluña
415,Bodegas Vallobera,2014,1205627,Crianza Rioja 2014,3.6,628,4.26,España,Rioja
416,Berceo,2018,5389307,Tempranillo 2018,3.5,190,4.28,España,Rioja
417,Garriguella,2023,1196777,Dinarells Tinto 2023,3.2,579,4.3,España,Empordà
418,Alsina & Sarda,2023,7162764,Vi de Terrer Onom 2023,3.2,462,4.3,España,Penedès
419,Finca Constancia,2022,1706171,Altozano Tempranillo 2022,3.7,114,4.3,España,Castilla
420,Nuviana,2023,5250039,Tinto 2023,3.1,1921,4.33,España,Valle del Cinca
421,Bach,2022,1255221,Viña Extrísima Tinto 2022,3.4,78,4.4,España,Cataluña
422,Poesia,2021,2036896,Criança 2021,3.1,371,4.4,España,Cataluña
423,Bodegas Aragonesas,2023,1144372,Coto de Hayas Garnacha - Syrah 2023,3.3,1918,4.4,España,Aragón
424,Poesia,2019,2036896,Criança 2019,3.1,371,4.4,España,Cataluña
425,Bodegas Faustino,2022,9880817,VII Cabernet Sauvignon 2022,3.8,31,4.4,España,Vino de España
426,Cellers Tarroné,2023,1467379,Mas Tarroné Negre 2023,3.0,655,4.4,España,Terra Alta
427,Pillet,2022,6024802,Negre 2022,2.4,52,4.42,España,Cariñena
428,Azabache,2023,7151382,Tunante de Azabache Tempranillo 2023,3.6,176,4.45,España,Rioja
429,Rigau Ros,2020,1467514,Criança 2020,3.7,55,4.45,España,Empordà
430,Condesa de Leganza,2021,1173157,Tempranillo 2021,3.6,137,4.46,España,Castilla
431,Canforrales,2022,3146052,Nature Syrah - Tempranillo 2022,3.5,383,4.48,España,La Mancha
432,Vinicola de Castilla,2021,1454671,Señorío de Guadianeja Syrah 2021,3.6,88,4.48,España,Castilla
433,Raiza,2022,1165877,Altos de Raiza 2022,3.5,1501,4.49,España,Rioja
434,Murviedro,2018,1250722,Colección Tempranillo 2018,3.6,339,4.49,España,Valencia
435,Malamigo,2022,11779553,El Rebelde Red Blend 2022,3.8,44,4.49,España,Vino de España
436,The Freaky Wines,2023,5537773,Tempranillo 2023,3.4,2971,4.49,España,Castilla
437,Federico Paternina,2020,13190,Banda Azul Crianza 2020,3.6,1135,4.49,España,Rioja
438,Ca N'Estella,2022,1446183,Clot Dels Oms Petit Tinto 2022,3.4,32,4.5,España,Penedès
439,Poesia,2021,5590738,Garnacha Negra 2021,3.2,77,4.5,España,Cataluña
440,Bodegas Yuntero,2022,1394525,Tempranillo - Syrah 2022,3.2,302,4.5,España,La Mancha
441,Bodegas Aragonesas,2022,1239615,Solo Syrah Tirio 2022,3.5,1788,4.5,España,Campo de Borja
442,Cellers Tarroné,2023,2403659,Sisquera Tinto 2023,3.3,922,4.5,España,Tarragona
443,Pagos del Rey,2022,9214864,Sentero Tinta de Toro Joven 2022,3.7,113,4.5,España,Toro
444,Poesia,2023,5590738,Garnacha Negra 2023,3.2,77,4.5,España,Cataluña
445,Vina Herminia,2021,1447899,Rioja Preferido 2021,3.1,160,4.5,España,Rioja
446,Domeco de Jarauta,2023,1158349,Viña Marro 2023,3.7,727,4.5,España,Rioja
447,Leyenda del Páramo,2021,5109105,Flor del Páramo Tinto 2021,2.8,35,4.5,España,Tierra de León
448,Las Campanas,2020,50804,Crianza 2020,3.3,35,4.51,España,Navarra
449,Covitoro,2023,1148258,Cermeño Tinta de Toro 2023,3.3,894,4.54,España,Toro
450,Garriguella,2021,10269558,Llepafils Negre 2021,3.1,39,4.54,España,Empordà
451,Covila,2023,2411258,II Tinto 2023,3.1,185,4.55,España,Rioja
452,Yugo,2022,7760353,Barrica Tempranillo 2022,3.8,39,4.55,España,La Mancha
453,Volver,2021,9066860,Madame Monastrell 2021,3.7,124,4.55,España,Valencia
454,Murviedro,2021,4569474,Colección Bobal Roble 2021,3.7,718,4.55,España,Utiel-Requena
455,Finca Venta de Don Quijote,2022,5164468,Tango Rojo Syrah 2022,3.2,159,4.6,España,La Mancha
456,Séptimo Sentido,2023,3780395,Tempranillo 2023,3.6,34,4.6,España,Castelló
457,Pagos de Aráiz,2021,86346,Navarra Tinto Roble 2021,3.7,34,4.6,España,Navarra
458,Poesia,2017,2036896,Criança 2017,3.1,371,4.6,España,Cataluña
459,Celler Batea,2020,1466323,Torre del Moro Criança Tinto 2020,3.6,25,4.67,España,Terra Alta
460,Infinitus,2023,74433,Syrah 2023,3.1,921,4.7,España,Castilla
461,Don Diego Escolano,2011,1927816,Gran Reserva 2011,3.4,98,4.73,España,Cariñena
462,Oliveda,2023,2137074,Masia Oliveda Negre Jove 2023,3.3,462,4.74,España,Empordà
463,Poesia,2019,5590738,Garnacha Negra 2019,3.2,77,4.8,España,Cataluña
464,Miedes,2023,1167366,Garnacha 2023,3.5,1447,4.8,España,Calatayud
465,Borsao Bodegas,2021,1657138,Joven (Selección) 2021,3.3,42,4.85,España,Campo de Borja
466,Familia Torres,2023,1385210,Sangre de Toro 2023,3.5,40188,4.85,España,Cataluña
467,Marqués de Altillo,2023,1218269,Tinto 2023,3.3,1510,4.9,España,Rioja
468,Dehesa de Luna,2023,8577675,Luna Lunera Tempranillo - Syrah 2023,3.7,387,4.9,España,Castilla
469,Bodegas Aragonesas,2020,1577616,Coto de Hayas Tempranillo - Cabernet Sauvignon Roble 2020,3.6,246,4.9,España,Campo de Borja
470,Particular,2022,4311709,Garnacha 2022,3.7,91,4.9,España,Cariñena
471,Particular,2023,4311709,Garnacha 2023,3.6,1994,4.9,España,Cariñena
472,Altiplà Wines,2023,4931609,El Destraler Negre 2023,3.4,216,4.9,España,Terra Alta
473,Finca La Estacada,2023,1122846,Envejecido 6 Meses En Barrica 2023,3.5,2202,4.93,España,Uclés
474,Finca La Estacada,2022,1122846,Envejecido 6 Meses En Barrica 2022,3.5,2202,4.93,España,Uclés
475,Cellar Vins Algars,2023,7237693,Organic Tinto 2023,3.5,90,4.95,España,Vino de España
476,Tarón,2023,2014623,Tempranillo 2023,3.3,767,4.95,España,Rioja Alta
477,Bodegas Cosme Palacio,2021,1135925,Milflores Rioja Tinto 2021,3.5,142,4.95,España,Rioja
478,Bodegas Príncipe de Viana,2022,1570095,Colección Monovarietales Syrah Roble 2022,3.3,1499,4.95,España,Navarra
479,Azabache,2021,6111944,Crianza 2021,3.2,73,4.95,España,Rioja
480,Monte Ory,2020,1654195,Crianza 2020,3.5,215,4.95,España,Navarra
481,Viñas del Vero,2023,23477,Roble Cabernet Sauvignon - Merlot Somontano 2023,3.6,46,4.96,España,Somontano
482,Oliveda,2023,3296854,Marrec Tinto 2023,3.3,467,4.99,España,Empordà
483,El Miracle,2021,5563599,Art 2021,3.7,2342,4.99,España,Alicante
484,Hoya de Cadenas,2020,76606,Reserva Privada 2020,3.5,3333,4.99,España,Utiel-Requena
485,Félix Solís,N.V.,5445838,The Guv’nor N.V.,4.0,23443,4.99,España,Valdepeñas
486,Finca Manzanos,2020,4188323,Garnacha 2020,3.7,160,4.99,España,Rioja
487,Bodegas Piqueras,2020,1488203,Castillo de Almansa Crianza 2020,3.5,1766,4.99,España,Almansa
488,Cellers Unió,2023,1242488,Roureda Cabernet Sauvignon 2023,3.0,444,5.0,España,Tarragona
489,René Barbier,2022,1283889,Roble 2022,3.2,34,5.0,España,Cataluña
490,El Circo,2017,4296175,Director Special Selection Garnacha 2017,3.7,234,5.0,España,Cariñena
491,Ladrón de Lunas,2021,6933144,La oBejita Tinta Roble Bobal 2021,3.3,160,5.0,España,Valencia
492,Bodega Pirineos,2023,2696722,Montesierra Red Blend 2023,3.1,1524,5.0,España,Somontano
493,Bodegas Ayuso,2019,1138136,Estola Reserva 2019,3.6,63,5.02,España,La Mancha
494,Laus,2023,5465255,Tinto Joven 2023,3.4,1270,5.05,España,Somontano
495,Bodega Pirineos,2023,5380342,3404 Tinto 2023,3.8,275,5.05,España,Somontano
496,Montemar,2023,7362767,Garnacha Tinta 2023,3.7,131,5.1,España,Terra Alta
497,Borsao Bodegas,2022,1136710,Selección 2022,3.7,433,5.1,España,Campo de Borja
498,Pagos del Rey,2021,1710204,Arnegui Tempranillo Rioja 2021,3.6,197,5.1,España,Rioja
499,Canforrales,2020,1591323,Crianza Cabernet Sauvignon 2020,3.6,167,5.12,España,La Mancha
500,Bodegas la Eralta,2019,9440203,Hacienda El Olmo Crianza 2019,3.9,162,5.12,España,Rioja
501,Bodegas Lagunilla,2021,1129460,Crianza 2021,3.6,94,5.14,España,Rioja
502,Bodegas Aragonesas,2020,1825919,Coto De Hayas Crianza 2020,3.5,71,5.14,España,Campo de Borja
503,Castelo de Pedregosa,2018,3167689,Petit Rubi 2018,3.5,25,5.15,España,Penedès
504,Monte Toro,2023,4540924,3 Añada Selección 2023,3.5,1918,5.15,España,Toro
505,Sinforiano,2019,2320912,Sinfo Viñas Viejas Tinto Roble 2019,3.5,367,5.2,España,Cigales
506,Azpilicueta,2018,1822301,Crianza 2018,3.8,260,5.2,España,Rioja
507,Borsao Bodegas,2022,1657138,Joven (Selección) 2022,3.5,49,5.2,España,Campo de Borja
508,Laus,2022,5465255,Tinto Joven 2022,3.4,1270,5.2,España,Somontano
509,Pago de Larrea,2023,2640145,Cæcus 2023,3.7,229,5.2,España,Rioja Alavesa
510,Familia Torres,2022,1385210,Sangre de Toro 2022,3.6,69,5.2,España,Cataluña
511,Laudum,2022,3944352,Roble Monastrell - Syrah 2022,3.7,34,5.23,España,Valencia
512,Casa de la Ermita,2023,1207041,Roble 2023,3.3,631,5.23,España,Jumilla
513,Infinitus,2022,74434,Cabernet Sauvignon 2022,3.1,441,5.25,España,Vino de España
514,Azabache,2020,6111944,Crianza 2020,3.2,73,5.25,España,Rioja
515,Mureda,2020,1739486,Oak Aged Syrah 2020,3.2,59,5.25,España,Valdepeñas
516,TorreVinas,2018,3262213,Alicante Tinto De Torrevinas Doble Pasta 2018,3.5,32,5.25,España,Alicante
517,Infinitus,2022,1770974,Tempranillo 2022,3.2,677,5.25,España,Castilla
518,Vista Alegre,2018,1545875,Crianza 2018,3.7,52,5.25,España,Rioja
519,Infinitus,2022,74433,Syrah 2022,3.1,921,5.25,España,Castilla
520,Mureda,2019,3136863,Merlot 2019,3.4,265,5.25,España,La Mancha
521,Damalisco,2022,1625632,Roble 2022,3.6,256,5.26,España,Toro
522,Bodegas Aradon,2023,1500052,Tinto 2023,3.5,1554,5.28,España,Rioja
523,Pío del Ramo,2023,6649181,Betola The Cat 2023,3.7,190,5.29,España,Jumilla
524,Viore,2018,4170932,5 Meses en Barrica Tinto 2018,3.4,99,5.3,España,Toro
525,Cellers Tarroné,2023,9952062,La Pinxa del Barri Garnatxa Negra 2023,3.5,52,5.3,España,Terra Alta
526,Carlos Serres,2023,1477639,Rioja Tempranillo 2023,3.5,6781,5.3,España,Rioja
527,Bodegas Olarra,2021,76314,Otoñal Rioja 2021,3.3,2460,5.3,España,Rioja
528,Bodegas Ochoa,2021,1787783,Calendas Tinto 2021,3.6,28,5.3,España,Navarra
529,Raimat,2023,2057155,Clamor Tinto 2023,3.5,175,5.3,España,Costers del Segre
530,Volver,2020,4486087,Madame Bobalu Bobal 2020,3.7,167,5.32,España,Valencia
531,Duc de Foix,2023,1263762,Cabernet Sauvignon 2023,3.2,381,5.35,España,Penedès
532,Marqués de la Concordia,2021,6936101,Rioja Santiago Segundo Año 2021,3.8,690,5.35,España,Rioja
533,Félix Solís,N.V.,6266660,Mucho Más Tinto N.V.,4.2,91508,5.35,España,Vino de España
534,Viñas del Cénit,2014,2397871,Villano 2014,3.5,279,5.35,España,Tierra del Vino de Zamora
